chrom	feature	4D_pi
OX359250.1	g2787	NaN
OX359250.1	g2788	NaN
OX359250.1	g2789	NaN
OX359250.1	g2790	NaN
OX359250.1	g2791	NaN
OX359250.1	g2792	NaN
OX359250.1	g2793	NaN
OX359250.1	g2794	NaN
OX359250.1	g2795	NaN
OX359250.1	g2796	NaN
OX359250.1	g2797	NaN
OX359250.1	g2798	NaN
OX359250.1	g2799	NaN
OX359250.1	g2800	NaN
OX359250.1	g2801	NaN
OX359250.1	g2802	NaN
OX359250.1	g2803	NaN
OX359250.1	g2804	NaN
OX359250.1	g2805	NaN
OX359250.1	g2806	NaN
OX359250.1	g2807	NaN
OX359250.1	g2808	NaN
OX359250.1	g2809	NaN
OX359250.1	g2810	NaN
OX359250.1	g2811	NaN
OX359250.1	g2812	NaN
OX359250.1	g2813	NaN
OX359250.1	g2814	NaN
OX359250.1	g2815	NaN
OX359250.1	g2816	NaN
OX359250.1	g2817	NaN
OX359250.1	g2818	NaN
OX359250.1	g2819	NaN
OX359250.1	g2820	NaN
OX359250.1	g2821	NaN
OX359250.1	g2822	NaN
OX359250.1	g2823	NaN
OX359250.1	g2824	NaN
OX359250.1	g2825	NaN
OX359250.1	g2826	NaN
OX359250.1	g2827	NaN
OX359250.1	g2828	NaN
OX359250.1	g2829	NaN
OX359250.1	g2830	NaN
OX359250.1	g2831	NaN
OX359250.1	g2832	NaN
OX359250.1	g2833	NaN
OX359250.1	g2834	NaN
OX359250.1	g2835	NaN
OX359250.1	g2836	NaN
OX359250.1	g2837	NaN
OX359250.1	g2838	NaN
OX359250.1	g2839	NaN
OX359250.1	g2840	NaN
OX359250.1	g2841	NaN
OX359250.1	g2842	NaN
OX359250.1	g2843	NaN
OX359250.1	g2844	NaN
OX359250.1	g2845	NaN
OX359250.1	g2846	NaN
OX359250.1	g2847	NaN
OX359250.1	g2848	NaN
OX359250.1	g2849	NaN
OX359250.1	g2850	NaN
OX359250.1	g2851	NaN
OX359250.1	g2852	NaN
OX359250.1	g2853	NaN
OX359250.1	g2854	NaN
OX359250.1	g2855	NaN
OX359250.1	g2856	NaN
OX359250.1	g2857	NaN
OX359250.1	g2858	NaN
OX359250.1	g2859	NaN
OX359250.1	g2860	NaN
OX359250.1	g2861	NaN
OX359250.1	g2862	NaN
OX359250.1	g2863	NaN
OX359250.1	g2864	NaN
OX359250.1	g2865	NaN
OX359250.1	g2866	NaN
OX359250.1	g2867	NaN
OX359250.1	g2868	NaN
OX359250.1	g2869	NaN
OX359250.1	g2870	NaN
OX359250.1	g2871	NaN
OX359250.1	g2872	NaN
OX359250.1	g2873	NaN
OX359250.1	g2874	NaN
OX359250.1	g2875	NaN
OX359250.1	g2876	NaN
OX359250.1	g2877	NaN
OX359250.1	g2878	NaN
OX359250.1	g2879	NaN
OX359250.1	g2880	NaN
OX359250.1	g2881	NaN
OX359250.1	g2882	NaN
OX359250.1	g2883	NaN
OX359250.1	g2884	NaN
OX359250.1	g2885	NaN
OX359250.1	g2886	NaN
OX359250.1	g2887	NaN
OX359250.1	g2888	NaN
OX359250.1	g2889	NaN
OX359250.1	g2890	NaN
OX359250.1	g2891	NaN
OX359250.1	g2892	NaN
OX359250.1	g2893	NaN
OX359250.1	g2894	NaN
OX359250.1	g2895	NaN
OX359250.1	g2896	NaN
OX359250.1	g2897	NaN
OX359250.1	g2898	NaN
OX359250.1	g2899	NaN
OX359250.1	g2900	NaN
OX359250.1	g2901	NaN
OX359250.1	g2902	NaN
OX359250.1	g2903	NaN
OX359250.1	g2904	NaN
OX359250.1	g2905	NaN
OX359250.1	g2906	NaN
OX359250.1	g2907	NaN
OX359250.1	g2908	NaN
OX359250.1	g2909	NaN
OX359250.1	g2910	NaN
OX359250.1	g2911	NaN
OX359250.1	g2912	NaN
OX359250.1	g2913	NaN
OX359250.1	g2914	NaN
OX359250.1	g2915	NaN
OX359250.1	g2916	NaN
OX359250.1	g2917	NaN
OX359250.1	g2918	NaN
OX359250.1	g2919	NaN
OX359250.1	g2920	NaN
OX359250.1	g2921	NaN
OX359250.1	g2922	NaN
OX359250.1	g2923	NaN
OX359250.1	g2924	NaN
OX359250.1	g2925	NaN
OX359250.1	g2926	NaN
OX359250.1	g2927	NaN
OX359250.1	g2928	NaN
OX359250.1	g2929	NaN
OX359250.1	g2930	NaN
OX359250.1	g2931	NaN
OX359250.1	g2932	NaN
OX359250.1	g2933	NaN
OX359250.1	g2934	NaN
OX359250.1	g2935	NaN
OX359250.1	g2936	NaN
OX359250.1	g2937	NaN
OX359250.1	g2938	NaN
OX359250.1	g2939	NaN
OX359250.1	g2940	NaN
OX359250.1	g2941	NaN
OX359250.1	g2942	NaN
OX359250.1	g2943	NaN
OX359250.1	g2944	NaN
OX359250.1	g2945	NaN
OX359250.1	g2946	NaN
OX359250.1	g2947	NaN
OX359250.1	g2948	NaN
OX359250.1	g2949	NaN
OX359250.1	g2950	NaN
OX359250.1	g2951	NaN
OX359250.1	g2952	NaN
OX359250.1	g2953	NaN
OX359250.1	g2954	NaN
OX359250.1	g2955	NaN
OX359250.1	g2956	NaN
OX359250.1	g2957	NaN
OX359250.1	g2958	NaN
OX359250.1	g2959	NaN
OX359250.1	g2960	NaN
OX359250.1	g2961	NaN
OX359250.1	g2962	NaN
OX359250.1	g2963	NaN
OX359250.1	g2964	NaN
OX359250.1	g2965	NaN
OX359250.1	g2966	NaN
OX359250.1	g2967	NaN
OX359250.1	g2968	NaN
OX359250.1	g2969	NaN
OX359250.1	g2970	NaN
OX359250.1	g2971	NaN
OX359250.1	g2972	NaN
OX359250.1	g2973	NaN
OX359250.1	g2974	NaN
OX359250.1	g2975	NaN
OX359250.1	g2976	NaN
OX359250.1	g2977	NaN
OX359250.1	g2978	NaN
OX359250.1	g2979	NaN
OX359250.1	g2980	NaN
OX359250.1	g2981	NaN
OX359250.1	g2982	NaN
OX359250.1	g2983	NaN
OX359250.1	g2984	NaN
OX359250.1	g2985	NaN
OX359250.1	g2986	NaN
OX359250.1	g2987	NaN
OX359250.1	g2988	NaN
OX359250.1	g2989	NaN
OX359250.1	g2990	NaN
OX359250.1	g2991	NaN
OX359250.1	g2992	NaN
OX359250.1	g2993	NaN
OX359250.1	g2994	NaN
OX359250.1	g2995	NaN
OX359250.1	g2996	NaN
OX359250.1	g2997	NaN
OX359250.1	g2998	NaN
OX359250.1	g2999	NaN
OX359250.1	g3000	NaN
OX359250.1	g3001	NaN
OX359250.1	g3002	NaN
OX359250.1	g3003	NaN
OX359250.1	g3004	NaN
OX359250.1	g3005	NaN
OX359250.1	g3006	NaN
OX359250.1	g3007	NaN
OX359250.1	g3008	NaN
OX359250.1	g3009	NaN
OX359250.1	g3010	NaN
OX359250.1	g3011	NaN
OX359250.1	g3012	NaN
OX359250.1	g3013	NaN
OX359250.1	g3014	NaN
OX359250.1	g3015	NaN
OX359250.1	g3016	NaN
OX359250.1	g3017	NaN
OX359250.1	g3018	NaN
OX359250.1	g3019	NaN
OX359250.1	g3020	NaN
OX359250.1	g3021	NaN
OX359250.1	g3022	NaN
OX359250.1	g3023	NaN
OX359250.1	g3024	NaN
OX359250.1	g3025	NaN
OX359250.1	g3026	NaN
OX359250.1	g3027	NaN
OX359250.1	g3028	NaN
OX359250.1	g3029	NaN
OX359250.1	g3030	NaN
OX359250.1	g3031	NaN
OX359250.1	g3032	NaN
OX359250.1	g3033	NaN
OX359250.1	g3034	NaN
OX359250.1	g3035	NaN
OX359250.1	g3036	NaN
OX359250.1	g3037	NaN
OX359250.1	g3038	NaN
OX359250.1	g3039	NaN
OX359250.1	g3040	NaN
OX359250.1	g3041	NaN
OX359250.1	g3042	NaN
OX359250.1	g3043	NaN
OX359250.1	g3044	NaN
OX359250.1	g3045	NaN
OX359250.1	g3046	NaN
OX359250.1	g3047	NaN
OX359250.1	g3048	NaN
OX359250.1	g3049	NaN
OX359250.1	g3050	NaN
OX359250.1	g3051	NaN
OX359250.1	g3052	NaN
OX359250.1	g3053	NaN
OX359250.1	g3054	NaN
OX359250.1	g3055	NaN
OX359250.1	g3056	NaN
OX359250.1	g3057	NaN
OX359250.1	g3058	NaN
OX359250.1	g3059	NaN
OX359250.1	g3060	NaN
OX359250.1	g3061	NaN
OX359250.1	g3062	NaN
OX359250.1	g3063	NaN
OX359250.1	g3064	NaN
OX359250.1	g3065	NaN
OX359250.1	g3066	NaN
OX359250.1	g3067	NaN
OX359250.1	g3068	NaN
OX359250.1	g3069	NaN
OX359250.1	g3070	NaN
OX359250.1	g3071	NaN
OX359250.1	g3072	NaN
OX359250.1	g3073	NaN
OX359250.1	g3074	NaN
OX359250.1	g3075	NaN
OX359250.1	g3076	NaN
OX359250.1	g3077	NaN
OX359250.1	g3078	NaN
OX359250.1	g3079	NaN
OX359250.1	g3080	NaN
OX359250.1	g3081	NaN
OX359250.1	g3082	NaN
OX359250.1	g3083	NaN
OX359250.1	g3084	NaN
OX359250.1	g3085	NaN
OX359250.1	g3086	NaN
OX359250.1	g3087	NaN
OX359250.1	g3088	NaN
OX359250.1	g3089	NaN
OX359250.1	g3090	NaN
OX359250.1	g3091	NaN
OX359250.1	g3092	NaN
OX359250.1	g3093	NaN
OX359250.1	g3094	NaN
OX359250.1	g3095	NaN
OX359250.1	g3096	NaN
OX359250.1	g3097	NaN
OX359250.1	g3098	NaN
OX359250.1	g3099	NaN
OX359250.1	g3100	NaN
OX359250.1	g3101	NaN
OX359250.1	g3102	NaN
OX359250.1	g3103	NaN
OX359250.1	g3104	NaN
OX359250.1	g3105	NaN
OX359250.1	g3106	NaN
OX359250.1	g3107	NaN
OX359250.1	g3108	NaN
OX359250.1	g3109	NaN
OX359250.1	g3110	NaN
OX359250.1	g3111	NaN
OX359250.1	g3112	NaN
OX359250.1	g3113	NaN
OX359250.1	g3114	NaN
OX359250.1	g3115	NaN
OX359250.1	g3116	NaN
OX359250.1	g3117	NaN
OX359250.1	g3118	NaN
OX359250.1	g3119	NaN
OX359250.1	g3120	NaN
OX359250.1	g3121	NaN
OX359250.1	g3122	NaN
OX359250.1	g3123	NaN
OX359250.1	g3124	NaN
OX359250.1	g3125	NaN
OX359250.1	g3126	NaN
OX359250.1	g3127	NaN
OX359250.1	g3128	NaN
OX359250.1	g3129	NaN
OX359250.1	g3130	NaN
OX359250.1	g3131	NaN
OX359250.1	g3132	NaN
OX359250.1	g3133	NaN
OX359250.1	g3134	NaN
OX359250.1	g3135	NaN
OX359250.1	g3136	NaN
OX359250.1	g3137	NaN
OX359250.1	g3138	NaN
OX359250.1	g3139	NaN
OX359250.1	g3140	NaN
OX359250.1	g3141	NaN
OX359250.1	g3142	NaN
OX359250.1	g3143	NaN
OX359250.1	g3144	NaN
OX359250.1	g3145	NaN
OX359250.1	g3146	NaN
OX359250.1	g3147	NaN
OX359250.1	g3148	NaN
OX359250.1	g3149	NaN
OX359250.1	g3150	NaN
OX359250.1	g3151	NaN
OX359250.1	g3152	NaN
OX359250.1	g3153	NaN
OX359250.1	g3154	NaN
OX359250.1	g3155	NaN
OX359250.1	g3156	NaN
OX359250.1	g3157	NaN
OX359250.1	g3158	NaN
OX359250.1	g3159	NaN
OX359250.1	g3160	NaN
OX359250.1	g3161	NaN
OX359250.1	g3162	NaN
OX359250.1	g3163	NaN
OX359250.1	g3164	NaN
OX359250.1	g3165	NaN
OX359250.1	g3166	NaN
OX359250.1	g3167	NaN
OX359250.1	g3168	NaN
OX359250.1	g3169	NaN
OX359250.1	g3170	NaN
OX359250.1	g3171	NaN
OX359250.1	g3172	NaN
OX359250.1	g3173	NaN
OX359250.1	g3174	NaN
OX359250.1	g3175	NaN
OX359250.1	g3176	NaN
OX359250.1	g3177	NaN
OX359250.1	g3178	NaN
OX359250.1	g3179	NaN
OX359250.1	g3180	NaN
OX359250.1	g3181	NaN
OX359250.1	g3182	NaN
OX359250.1	g3183	NaN
OX359250.1	g3184	NaN
OX359250.1	g3185	NaN
OX359250.1	g3186	NaN
OX359250.1	g3187	NaN
OX359250.1	g3188	NaN
OX359250.1	g3189	NaN
OX359250.1	g3190	NaN
OX359250.1	g3191	NaN
OX359250.1	g3192	NaN
OX359250.1	g3193	NaN
OX359250.1	g3194	NaN
OX359250.1	g3195	NaN
OX359250.1	g3196	NaN
OX359250.1	g3197	NaN
OX359250.1	g3198	NaN
OX359250.1	g3199	NaN
OX359250.1	g3200	NaN
OX359250.1	g3201	NaN
OX359250.1	g3202	NaN
OX359250.1	g3203	NaN
OX359250.1	g3204	NaN
OX359250.1	g3205	NaN
OX359250.1	g3206	NaN
OX359250.1	g3207	NaN
OX359250.1	g3208	NaN
OX359250.1	g3209	NaN
OX359250.1	g3210	NaN
OX359250.1	g3211	NaN
OX359250.1	g3212	NaN
OX359250.1	g3213	NaN
OX359250.1	g3214	NaN
OX359250.1	g3215	NaN
OX359250.1	g3216	NaN
OX359250.1	g3217	NaN
OX359250.1	g3218	NaN
OX359250.1	g3219	NaN
OX359250.1	g3220	NaN
OX359250.1	g3221	NaN
OX359250.1	g3222	NaN
OX359250.1	g3223	NaN
OX359250.1	g3224	NaN
OX359250.1	g3225	NaN
OX359250.1	g3226	NaN
OX359250.1	g3227	NaN
OX359250.1	g3228	NaN
OX359250.1	g3229	NaN
OX359250.1	g3230	NaN
OX359250.1	g3231	NaN
OX359250.1	g3232	NaN
OX359250.1	g3233	NaN
OX359250.1	g3234	NaN
OX359250.1	g3235	NaN
OX359250.1	g3236	NaN
OX359250.1	g3237	NaN
OX359250.1	g3238	NaN
OX359250.1	g3239	NaN
OX359250.1	g3240	NaN
OX359250.1	g3241	NaN
OX359250.1	g3242	NaN
OX359250.1	g3243	NaN
OX359250.1	g3244	NaN
OX359250.1	g3245	NaN
OX359250.1	g3246	NaN
OX359250.1	g3247	NaN
OX359250.1	g3248	NaN
OX359250.1	g3249	NaN
OX359250.1	g3250	NaN
OX359250.1	g3251	NaN
OX359250.1	g3252	NaN
OX359250.1	g3253	NaN
OX359250.1	g3254	NaN
OX359250.1	g3255	NaN
OX359250.1	g3256	NaN
OX359250.1	g3257	NaN
OX359250.1	g3258	NaN
OX359250.1	g3259	NaN
OX359250.1	g3260	NaN
OX359250.1	g3261	NaN
OX359250.1	g3262	NaN
OX359250.1	g3263	NaN
OX359250.1	g3264	NaN
OX359250.1	g3265	NaN
OX359250.1	g3266	NaN
OX359250.1	g3267	NaN
OX359250.1	g3268	NaN
OX359250.1	g3269	NaN
OX359250.1	g3270	NaN
OX359250.1	g3271	NaN
OX359250.1	g3272	NaN
OX359250.1	g3273	NaN
OX359250.1	g3274	NaN
OX359250.1	g3275	NaN
OX359250.1	g3276	NaN
OX359250.1	g3277	NaN
OX359250.1	g3278	NaN
OX359250.1	g3279	NaN
OX359250.1	g3280	NaN
OX359250.1	g3281	NaN
OX359250.1	g3282	NaN
OX359250.1	g3283	NaN
OX359250.1	g3284	NaN
OX359250.1	g3285	NaN
OX359250.1	g3286	NaN
OX359250.1	g3287	NaN
OX359250.1	g3288	NaN
OX359250.1	g3289	NaN
OX359250.1	g3290	NaN
OX359250.1	g3291	NaN
OX359250.1	g3292	NaN
OX359250.1	g3293	NaN
OX359250.1	g3294	NaN
OX359250.1	g3295	NaN
OX359250.1	g3296	NaN
OX359250.1	g3297	NaN
OX359250.1	g3298	NaN
OX359250.1	g3299	NaN
OX359250.1	g3300	NaN
OX359250.1	g3301	NaN
OX359250.1	g3302	NaN
OX359250.1	g3303	NaN
OX359250.1	g3304	NaN
OX359250.1	g3305	NaN
OX359250.1	g3306	NaN
OX359250.1	g3307	NaN
OX359250.1	g3308	NaN
OX359250.1	g3309	NaN
OX359250.1	g3310	NaN
OX359250.1	g3311	NaN
OX359250.1	g3312	NaN
OX359250.1	g3313	NaN
OX359250.1	g3314	NaN
OX359250.1	g3315	NaN
OX359250.1	g3316	NaN
OX359250.1	g3317	NaN
OX359250.1	g3318	NaN
OX359250.1	g3319	NaN
OX359250.1	g3320	NaN
OX359250.1	g3321	NaN
OX359250.1	g3322	NaN
OX359250.1	g3323	NaN
OX359250.1	g3324	NaN
OX359250.1	g3325	NaN
OX359250.1	g3326	NaN
OX359250.1	g3327	NaN
OX359250.1	g3328	NaN
OX359250.1	g3329	NaN
OX359250.1	g3330	NaN
OX359250.1	g3331	NaN
OX359250.1	g3332	NaN
OX359250.1	g3333	NaN
OX359250.1	g3334	NaN
OX359250.1	g3335	NaN
OX359250.1	g3336	NaN
OX359250.1	g3337	NaN
OX359250.1	g3338	NaN
OX359250.1	g3339	NaN
OX359250.1	g3340	NaN
OX359250.1	g3341	NaN
OX359250.1	g3342	NaN
OX359250.1	g3343	NaN
OX359250.1	g3344	NaN
OX359250.1	g3345	NaN
OX359250.1	g3346	NaN
OX359250.1	g3347	NaN
OX359250.1	g3348	NaN
OX359250.1	g3349	NaN
OX359250.1	g3350	NaN
OX359250.1	g3351	NaN
OX359250.1	g3352	NaN
OX359250.1	g3353	NaN
OX359250.1	g3354	NaN
OX359250.1	g3355	NaN
OX359250.1	g3356	NaN
OX359250.1	g3357	NaN
OX359250.1	g3358	NaN
OX359250.1	g3359	NaN
OX359250.1	g3360	NaN
OX359250.1	g3361	NaN
OX359250.1	g3362	NaN
OX359250.1	g3363	NaN
OX359250.1	g3364	NaN
OX359250.1	g3365	NaN
OX359250.1	g3366	NaN
OX359250.1	g3367	NaN
OX359250.1	g3368	NaN
OX359250.1	g3369	NaN
OX359250.1	g3370	NaN
OX359250.1	g3371	NaN
OX359250.1	g3372	NaN
OX359250.1	g3373	NaN
OX359250.1	g3374	NaN
OX359250.1	g3375	NaN
OX359250.1	g3376	NaN
OX359250.1	g3377	NaN
OX359250.1	g3378	NaN
OX359250.1	g3379	NaN
OX359250.1	g3380	NaN
OX359250.1	g3381	NaN
OX359250.1	g3382	NaN
OX359250.1	g3383	NaN
OX359250.1	g3384	NaN
OX359250.1	g3385	NaN
OX359250.1	g3386	NaN
OX359250.1	g3387	NaN
OX359250.1	g3388	NaN
OX359250.1	g3389	NaN
OX359250.1	g3390	NaN
OX359250.1	g3391	NaN
OX359250.1	g3392	NaN
OX359250.1	g3393	NaN
OX359250.1	g3394	NaN
OX359250.1	g3395	NaN
OX359250.1	g3396	NaN
OX359250.1	g3397	NaN
OX359250.1	g3398	NaN
OX359250.1	g3399	NaN
OX359250.1	g3400	NaN
OX359250.1	g3401	NaN
OX359250.1	g3402	NaN
OX359250.1	g3403	NaN
OX359250.1	g3404	NaN
OX359250.1	g3405	NaN
OX359250.1	g3406	NaN
OX359250.1	g3407	NaN
OX359250.1	g3408	NaN
OX359250.1	g3409	NaN
OX359250.1	g3410	NaN
OX359250.1	g3411	NaN
OX359250.1	g3412	NaN
OX359250.1	g3413	NaN
OX359250.1	g3414	NaN
OX359250.1	g3415	NaN
OX359250.1	g3416	NaN
OX359250.1	g3417	NaN
OX359250.1	g3418	NaN
OX359250.1	g3419	NaN
OX359250.1	g3420	NaN
OX359250.1	g3421	NaN
OX359250.1	g3422	NaN
OX359250.1	g3423	NaN
OX359250.1	g3424	NaN
OX359250.1	g3425	NaN
OX359250.1	g3426	NaN
OX359250.1	g3427	NaN
OX359250.1	g3428	NaN
OX359250.1	g3429	NaN
OX359250.1	g3430	NaN
OX359250.1	g3431	NaN
OX359250.1	g3432	NaN
OX359250.1	g3433	NaN
OX359250.1	g3434	NaN
OX359250.1	g3435	NaN
OX359250.1	g3436	NaN
OX359250.1	g3437	NaN
OX359250.1	g3438	NaN
OX359250.1	g3439	NaN
OX359250.1	g3440	NaN
OX359250.1	g3441	NaN
OX359250.1	g3442	NaN
OX359250.1	g3443	NaN
OX359250.1	g3444	NaN
OX359250.1	g3445	NaN
OX359250.1	g3446	NaN
OX359250.1	g3447	NaN
OX359250.1	g3448	NaN
OX359250.1	g3449	NaN
OX359250.1	g3450	NaN
OX359250.1	g3451	NaN
OX359250.1	g3452	NaN
OX359250.1	g3453	NaN
OX359250.1	g3454	NaN
OX359250.1	g3455	NaN
OX359250.1	g3456	NaN
OX359250.1	g3457	NaN
OX359250.1	g3458	NaN
OX359250.1	g3459	NaN
OX359250.1	g3460	NaN
OX359250.1	g3461	NaN
OX359250.1	g3462	NaN
OX359250.1	g3463	NaN
OX359250.1	g3464	NaN
OX359250.1	g3465	NaN
OX359250.1	g3466	NaN
OX359250.1	g3467	NaN
OX359250.1	g3468	NaN
OX359250.1	g3469	NaN
OX359250.1	g3470	NaN
OX359250.1	g3471	NaN
OX359250.1	g3472	NaN
OX359250.1	g3473	NaN
OX359250.1	g3474	NaN
OX359250.1	g3475	NaN
OX359250.1	g3476	NaN
OX359250.1	g3477	NaN
OX359250.1	g3478	NaN
OX359250.1	g3479	NaN
OX359250.1	g3480	NaN
OX359250.1	g3481	NaN
OX359250.1	g3482	NaN
OX359250.1	g3483	NaN
OX359250.1	g3484	NaN
OX359250.1	g3485	NaN
OX359250.1	g3486	NaN
OX359250.1	g3487	NaN
OX359250.1	g3488	NaN
OX359250.1	g3489	NaN
OX359250.1	g3490	NaN
OX359250.1	g3491	NaN
OX359250.1	g3492	NaN
OX359250.1	g3493	NaN
OX359250.1	g3494	NaN
OX359250.1	g3495	NaN
OX359250.1	g3496	NaN
OX359250.1	g3497	NaN
OX359250.1	g3498	NaN
OX359250.1	g3499	NaN
OX359250.1	g3500	NaN
OX359250.1	g3501	NaN
OX359250.1	g3502	NaN
OX359250.1	g3503	NaN
OX359250.1	g3504	NaN
OX359250.1	g3505	NaN
OX359250.1	g3506	NaN
OX359250.1	g3507	NaN
OX359250.1	g3508	NaN
OX359250.1	g3509	NaN
OX359250.1	g3510	NaN
OX359250.1	g3511	NaN
OX359250.1	g3512	NaN
OX359250.1	g3513	NaN
OX359250.1	g3514	NaN
OX359250.1	g3515	NaN
OX359250.1	g3516	NaN
OX359250.1	g3517	NaN
OX359250.1	g3518	NaN
OX359250.1	g3519	NaN
OX359250.1	g3520	NaN
OX359250.1	g3521	NaN
OX359250.1	g3522	NaN
OX359250.1	g3523	NaN
OX359250.1	g3524	NaN
OX359250.1	g3525	NaN
OX359250.1	g3526	NaN
OX359250.1	g3527	NaN
OX359250.1	g3528	NaN
OX359250.1	g3529	NaN
OX359250.1	g3530	NaN
OX359250.1	g3531	NaN
OX359250.1	g3532	NaN
OX359250.1	g3533	NaN
OX359250.1	g3534	NaN
OX359250.1	g3535	NaN
OX359250.1	g3536	NaN
OX359250.1	g3537	NaN
OX359250.1	g3538	NaN
OX359250.1	g3539	NaN
OX359250.1	g3540	NaN
OX359250.1	g3541	NaN
OX359250.1	g3542	NaN
OX359250.1	g3543	NaN
OX359250.1	g3544	NaN
OX359250.1	g3545	NaN
OX359250.1	g3546	NaN
OX359250.1	g3547	NaN
OX359250.1	g3548	NaN
OX359250.1	g3549	NaN
OX359250.1	g3550	NaN
OX359250.1	g3551	NaN
OX359250.1	g3552	NaN
OX359250.1	g3553	NaN
OX359250.1	g3554	NaN
OX359250.1	g3555	NaN
OX359250.1	g3556	NaN
OX359250.1	g3557	NaN
OX359250.1	g3558	NaN
OX359250.1	g3559	NaN
OX359250.1	g3560	NaN
OX359250.1	g3561	NaN
OX359250.1	g3562	NaN
OX359250.1	g3563	NaN
OX359250.1	g3564	NaN
OX359250.1	g3565	NaN
OX359250.1	g3566	NaN
OX359250.1	g3567	NaN
OX359250.1	g3568	NaN
OX359250.1	g3569	NaN
OX359250.1	g3570	NaN
OX359250.1	g3571	NaN
OX359250.1	g3572	NaN
OX359250.1	g3573	NaN
OX359250.1	g3574	NaN
OX359250.1	g3575	NaN
OX359250.1	g3576	NaN
OX359250.1	g3577	NaN
OX359250.1	g3578	NaN
OX359250.1	g3579	NaN
OX359250.1	g3580	NaN
OX359250.1	g3581	NaN
OX359250.1	g3582	NaN
OX359250.1	g3583	NaN
OX359250.1	g3584	NaN
OX359250.1	g3585	NaN
OX359250.1	g3586	NaN
OX359250.1	g3587	NaN
OX359250.1	g3588	NaN
OX359250.1	g3589	NaN
OX359250.1	g3590	NaN
OX359250.1	g3591	NaN
OX359250.1	g3592	NaN
OX359250.1	g3593	NaN
OX359250.1	g3594	NaN
OX359250.1	g3595	NaN
OX359250.1	g3596	NaN
OX359250.1	g3597	NaN
OX359250.1	g3598	NaN
OX359250.1	g3599	NaN
OX359250.1	g3600	NaN
OX359250.1	g3601	NaN
OX359250.1	g3602	NaN
OX359250.1	g3603	NaN
OX359250.1	g3604	NaN
OX359250.1	g3605	NaN
OX359250.1	g3606	NaN
OX359250.1	g3607	NaN
OX359250.1	g3608	NaN
OX359250.1	g3609	NaN
OX359250.1	g3610	NaN
OX359250.1	g3611	NaN
OX359250.1	g3612	NaN
OX359250.1	g3613	NaN
OX359250.1	g3614	NaN
OX359250.1	g3615	NaN
OX359250.1	g3616	NaN
OX359250.1	g3617	NaN
OX359250.1	g3618	NaN
OX359250.1	g3619	NaN
OX359250.1	g3620	NaN
OX359250.1	g3621	NaN
OX359250.1	g3622	NaN
OX359250.1	g3623	NaN
OX359250.1	g3624	NaN
OX359250.1	g3625	NaN
OX359250.1	g3626	NaN
OX359250.1	g3627	NaN
OX359250.1	g3628	NaN
OX359250.1	g3629	NaN
OX359250.1	g3630	NaN
OX359250.1	g3631	NaN
OX359250.1	g3632	NaN
OX359250.1	g3633	NaN
OX359250.1	g3634	NaN
OX359250.1	g3635	NaN
OX359250.1	g3636	NaN
OX359250.1	g3637	NaN
OX359250.1	g3638	NaN
OX359250.1	g3639	NaN
OX359250.1	g3640	NaN
OX359250.1	g3641	NaN
OX359250.1	g3642	NaN
OX359250.1	g3643	NaN
OX359250.1	g3644	NaN
OX359250.1	g3645	NaN
OX359250.1	g3646	NaN
OX359250.1	g3647	NaN
OX359250.1	g3648	NaN
OX359250.1	g3649	NaN
OX359250.1	g3650	NaN
OX359250.1	g3651	NaN
OX359250.1	g3652	NaN
OX359250.1	g3653	NaN
OX359250.1	g3654	NaN
OX359250.1	g3655	NaN
OX359250.1	g3656	NaN
OX359250.1	g3657	NaN
OX359250.1	g3658	NaN
OX359250.1	g3659	NaN
OX359250.1	g3660	NaN
OX359250.1	g3661	NaN
OX359250.1	g3662	NaN
OX359250.1	g3663	NaN
OX359250.1	g3664	NaN
OX359250.1	g3665	NaN
OX359250.1	g3666	NaN
OX359250.1	g3667	NaN
OX359250.1	g3668	NaN
OX359250.1	g3669	NaN
OX359250.1	g3670	NaN
OX359250.1	g3671	NaN
OX359250.1	g3672	NaN
OX359250.1	g3673	NaN
OX359250.1	g3674	NaN
OX359250.1	g3675	NaN
OX359250.1	g3676	NaN
OX359250.1	g3677	NaN
OX359250.1	g3678	NaN
OX359250.1	g3679	NaN
OX359250.1	g3680	NaN
OX359250.1	g3681	NaN
OX359250.1	g3682	NaN
OX359250.1	g3683	NaN
OX359250.1	g3684	NaN
OX359250.1	g3685	NaN
OX359250.1	g3686	NaN
OX359250.1	g3687	NaN
OX359250.1	g3688	NaN
OX359250.1	g3689	NaN
OX359250.1	g3690	NaN
OX359250.1	g3691	NaN
OX359250.1	g3692	NaN
OX359250.1	g3693	NaN
OX359250.1	g3694	NaN
OX359250.1	g3695	NaN
OX359250.1	g3696	NaN
OX359250.1	g3697	NaN
OX359250.1	g3698	NaN
OX359250.1	g3699	NaN
OX359250.1	g3700	NaN
OX359250.1	g3701	NaN
OX359250.1	g3702	NaN
OX359250.1	g3703	NaN
OX359250.1	g3704	NaN
OX359250.1	g3705	NaN
OX359250.1	g3706	NaN
OX359250.1	g3707	NaN
OX359250.1	g3708	NaN
OX359250.1	g3709	NaN
OX359250.1	g3710	NaN
OX359250.1	g3711	NaN
OX359250.1	g3712	NaN
OX359250.1	g3713	NaN
OX359250.1	g3714	NaN
OX359250.1	g3715	NaN
OX359250.1	g3716	NaN
OX359250.1	g3717	NaN
OX359250.1	g3718	NaN
