chrom	window_start	window_end	WW5-5	WW2-6	WW5-3	WW5-6	WW5-4	WW1-4	WW2-1	WW5-1	WW3-1	WW1-2	BH3-2	WW2-5
OX359249.1	14600000	14800000	0.00074	0.000765	0.00019	0.000805	0.00065	0.00073	0.000395	0.0002	0.000885	0.000625	5e-06	0.000835
OX359249.1	14800000	15000000	0.000575	0.000435	0.00067	0.00057	0.000275	0.00038	0.000435	0.000565	0.00048	0.000535	4.5e-05	0.00023
OX359249.1	15000000	15200000	0.00062	0.00057	0.000415	0.000305	0.00065	0.0003	0.00072	0.000525	0.000635	0.000145	1e-05	0.00085
OX359249.1	15200000	15400000	0.00062	0.00081	0.00052	0.000355	0.00101	0.000675	0.00104	0.001055	0.00043	0.00087	0.0	0.000575
OX359249.1	15400000	15600000	0.000155	0.000255	0.00026	0.000735	0.00037	0.00053	0.000345	0.00039	0.00033	0.000555	6.5e-05	0.00028
OX359249.1	15600000	15800000	3e-05	0.00108	0.00058	0.000585	0.00027	0.000845	0.001325	0.00056	0.000805	0.00083	0.000385	0.00066
OX359249.1	15800000	16000000	0.00042	0.000445	0.00052	0.000375	0.000945	0.000445	0.000245	0.000565	0.00025	0.00037	6.5e-05	0.000445
OX359249.1	16000000	16200000	0.000495	0.000115	0.000915	0.000105	0.000355	0.00027	0.000165	0.00019	9e-05	0.000595	0.000105	0.00019
OX359249.1	16200000	16400000	0.000165	0.00014	0.000135	0.00025	0.000155	0.000125	0.000235	0.00016	0.00015	0.00015	1e-05	0.000285
OX359249.1	16400000	16600000	0.000685	0.00062	0.0008	0.000955	0.0001	0.00049	0.000375	6e-05	0.0009	0.0013	7.5e-05	0.000965
OX359249.1	16600000	16800000	0.000925	0.001055	0.001395	0.0012	0.00099	0.00087	0.00103	0.00091	0.000975	0.00083	5e-06	0.001045
OX359249.1	16800000	17000000	0.00021	0.00019	0.000495	0.000225	0.00012	0.00037	7.5e-05	0.000375	0.000345	0.0001	1e-05	0.000155
OX359249.1	17000000	17200000	0.000115	6e-05	0.000215	0.00011	0.00019	6e-05	0.00011	0.000145	4e-05	0.000125	0.0	0.00017
OX359249.1	17200000	17400000	0.000165	0.00014	0.000135	0.00021	0.00019	0.00019	0.000275	0.00016	0.000355	0.000305	5e-06	0.000145
OX359249.1	17400000	17600000	0.00233	0.001235	0.002145	0.002045	0.001315	0.00254	0.000855	0.00156	0.00137	0.00114	0.00141	0.00073
OX359249.1	17600000	17800000	0.00057	0.000415	0.000785	0.000845	0.000665	0.000545	0.000135	6.5e-05	0.00016	0.00015	6e-05	0.0003
OX359249.1	17800000	18000000	0.000215	0.00016	0.00029	0.00018	0.00034	0.000175	0.000265	0.000345	0.000325	0.000215	0.0	0.0004
OX359249.1	18000000	18200000	0.000415	0.000475	0.0005	0.000545	0.000575	0.00019	0.000425	0.00041	0.00039	0.00016	5e-06	0.000265
OX359249.1	18200000	18400000	0.00056	0.00079	0.00035	0.00032	0.000555	0.00033	0.000195	0.00111	0.00079	0.000415	1e-05	0.00031
OX359249.1	18400000	18600000	0.0009	0.00101	0.000455	0.00119	0.00096	0.001255	0.00086	0.00093	0.00072	0.00126	0.0	0.001455
OX359249.1	18600000	18800000	0.001805	0.001565	0.001075	0.00137	0.00141	0.001335	0.001895	0.001305	0.001325	0.00111	2.5e-05	0.00135
OX359249.1	18800000	19000000	0.0003	0.000565	0.00028	0.00025	0.000615	0.00046	0.000585	0.000405	0.00026	0.000545	0.000135	0.000385
OX359249.1	19000000	19200000	0.000165	8e-05	5.5e-05	5e-05	5.5e-05	0.00011	3.5e-05	0.000105	0.000125	0.00054	0.0	0.000115
OX359249.1	19200000	19400000	8.5e-05	0.000205	0.00028	0.000715	7.5e-05	0.00068	0.000675	0.000205	0.000755	0.00016	0.000695	0.000885
OX359249.1	19400000	19600000	3e-05	2e-05	4.5e-05	0.000275	2.5e-05	0.000285	0.000285	2e-05	0.0003	3e-05	0.00026	0.00029
OX359249.1	19600000	19800000	3e-05	4e-05	2.5e-05	1.5e-05	1e-05	3.5e-05	3e-05	4.5e-05	4e-05	3e-05	0.0	2e-05
OX359249.1	19800000	20000000	6.5e-05	7e-05	6.5e-05	6.5e-05	9.5e-05	8e-05	8.5e-05	7.5e-05	8.5e-05	6.5e-05	5e-05	7e-05
OX359249.1	20000000	20200000	4.5e-05	4e-05	0.000145	8e-05	0.000295	0.00017	6.5e-05	6.5e-05	0.000415	5e-05	5e-06	4e-05
OX359249.1	20200000	20400000	0.000575	0.00087	0.000865	0.000435	0.00084	0.00105	0.000555	0.000485	0.001235	0.000445	0.0	0.00086
OX359249.1	20400000	20600000	0.00011	0.000415	0.00023	0.000225	0.000315	9e-05	6.5e-05	0.000145	0.00018	0.00014	0.00015	5e-05
OX359249.1	20600000	20800000	3.5e-05	4.5e-05	2.5e-05	5.5e-05	3.5e-05	4.5e-05	0.000105	9e-05	8.5e-05	9.5e-05	7e-05	2.5e-05
OX359249.1	20800000	21000000	0.00216	0.001735	0.002615	0.002195	0.002495	0.002145	0.002445	0.000995	0.00198	0.001785	0.00117	0.00176
OX359249.1	21000000	21200000	0.00059	0.000995	0.00106	0.0009	0.000265	0.00059	0.00037	0.00045	0.000555	0.00042	1.5e-05	0.00017
OX359249.1	21200000	21400000	0.001105	0.000965	0.00083	0.000745	0.00126	0.00038	0.000855	0.00053	0.00064	0.00108	0.000415	0.000565
OX359249.1	21400000	21600000	0.00087	0.001035	0.001225	0.001345	0.00125	0.00099	0.0007	0.000765	0.000805	0.00076	5e-06	0.00062
OX359249.1	21600000	21800000	0.00039	0.00037	0.000305	0.000395	0.000405	0.00062	0.00057	0.000355	0.000215	0.00043	1.5e-05	0.00055
OX359249.1	21800000	22000000	0.00056	0.00046	0.00039	0.00021	0.00045	0.000415	0.000315	0.000345	0.00018	0.000315	5e-06	0.00029
OX359249.1	22000000	22200000	0.000295	0.000155	0.000525	0.00035	0.000115	0.000295	0.00044	0.000445	0.00017	0.00026	0.00014	0.000155
OX359249.1	22200000	22400000	5e-05	2e-05	8e-05	3.5e-05	0.00012	0.00018	9e-05	0.000335	1.5e-05	7e-05	0.0	5e-05
OX359249.1	22400000	22600000	1.5e-05	0.000175	7e-05	0.000135	2e-05	0.000115	0.00017	9e-05	1.5e-05	3e-05	5e-06	3e-05
OX359249.1	22600000	22800000	0.00038	0.000515	0.000435	0.00079	0.00048	0.00082	0.000665	0.00064	0.00047	0.000915	0.0	0.001035
OX359249.1	22800000	23000000	0.00068	0.000925	0.000515	0.00063	0.00065	0.001175	0.00082	0.001305	0.001065	0.00082	0.00017	0.000905
OX359249.1	23000000	23200000	0.000735	0.000865	0.00086	0.00094	0.000525	0.000685	0.001	0.001065	0.000675	0.000415	5e-06	0.000975
OX359249.1	23200000	23400000	0.00086	0.00114	0.00101	0.00091	0.00104	0.00086	0.00073	0.00107	0.001125	0.00094	3e-05	0.0007
OX359249.1	23400000	23600000	0.000805	0.00053	0.000875	0.00066	0.000495	0.00068	0.000495	0.00076	0.00051	0.00071	5e-05	0.00039
OX359249.1	23600000	23800000	8.5e-05	0.00016	0.000465	0.00054	0.00022	0.00012	0.000205	0.00023	0.00025	0.00022	0.0	0.000145
OX359249.1	23800000	24000000	0.000995	0.000395	0.000455	0.00058	0.00142	0.000395	0.000655	0.000565	0.000585	0.000345	0.0	0.00044
OX359249.1	24000000	24200000	0.001685	0.0016	0.001845	0.000225	0.000145	0.00024	0.00016	0.00165	0.00015	0.00179	8e-05	0.001505
OX359249.1	24200000	24400000	0.00041	0.0007	0.00106	0.00038	0.000385	0.00038	0.000365	0.000785	0.000505	0.00018	7e-05	0.000885
OX359249.1	24400000	24600000	0.00017	0.000435	0.00019	0.000265	0.00041	0.000285	0.00048	0.000335	0.000135	0.000535	5e-05	0.000385
OX359249.1	24600000	24800000	0.000735	0.000615	0.000605	0.000755	0.000425	0.000655	0.00078	0.00083	0.0006	0.00036	0.000185	0.00072
OX359249.1	24800000	25000000	6e-05	4.5e-05	8.5e-05	8.5e-05	0.0003	5.5e-05	0.000105	8.5e-05	0.00012	0.000235	0.0	8e-05
OX359249.1	25000000	25200000	0.000705	0.001215	0.00033	0.000975	0.00081	0.000785	0.00101	0.000405	0.000335	0.000555	2e-05	0.000655
OX359249.1	25200000	25400000	0.00127	0.001585	0.00111	0.00154	0.001235	0.001405	0.001755	0.000775	0.00083	0.00127	5e-06	0.001185
OX359249.1	25400000	25600000	0.000395	0.000165	0.000175	0.00056	0.00046	0.000415	0.00019	0.000255	0.000245	0.0002	0.0	0.000235
OX359249.1	25600000	25800000	0.000335	0.000505	0.000235	0.00032	0.000285	0.000345	0.000445	0.00022	0.000415	0.000545	0.0	0.000455
OX359249.1	25800000	26000000	0.000125	0.00055	0.000385	0.00012	9.5e-05	0.00041	6e-05	0.00013	0.00061	0.000155	0.0	0.00048
OX359249.1	26000000	26200000	0.00014	3e-05	3e-05	2.5e-05	3e-05	0.000105	0.000225	1.5e-05	0.000235	0.000185	0.0	7.5e-05
OX359249.1	26200000	26400000	0.000165	5e-05	0.00023	0.00016	0.00012	0.000315	5.5e-05	0.000205	0.000215	2e-05	0.0	0.000165
OX359249.1	26400000	26600000	3e-05	5e-05	7e-05	5e-05	6.5e-05	8e-05	4e-05	6e-05	2e-05	3e-05	5e-06	2e-05
OX359249.1	26600000	26800000	0.00068	0.0007	0.00082	0.00072	0.00045	0.000255	0.00027	0.00029	0.000125	0.000235	1e-05	0.00048
OX359249.1	26800000	27000000	0.000295	0.00056	0.000485	0.00057	0.000495	0.000175	0.00066	0.00072	0.000555	0.00049	1e-05	0.000825
OX359249.1	27000000	27200000	0.0002	0.00032	4.5e-05	8e-05	0.000135	0.00017	0.00024	9.5e-05	0.000275	0.00017	0.0	0.000245
OX359249.1	27200000	27400000	8.5e-05	0.000255	8e-05	0.00031	0.000325	0.000355	0.000265	0.00023	0.00039	0.00028	0.000295	0.00021
OX359249.1	27400000	27600000	0.000375	0.00041	0.00022	0.00018	0.00015	0.000195	0.000235	0.000285	0.000335	0.000165	2e-05	0.00019
OX359249.1	27600000	27800000	0.000275	0.00029	0.00031	0.000455	0.000365	0.000265	0.000545	0.000265	0.000195	0.000275	0.0	0.00036
OX359249.1	27800000	28000000	0.000105	0.000115	0.000135	0.000145	0.0	0.00012	6e-05	8e-05	9e-05	9.5e-05	0.0	0.000115
OX359249.1	28000000	28200000	8e-05	6.5e-05	0.00011	6e-05	0.0	0.000145	6.5e-05	9.5e-05	9.5e-05	0.00023	5e-06	0.000155
OX359249.1	28200000	28400000	0.000115	1.5e-05	0.000355	0.000465	0.0002	8.5e-05	0.00025	0.000175	0.000165	2e-05	0.0	0.00019
OX359249.1	28400000	28600000												
OX359249.1	28600000	28800000	0.00105	0.001	0.000975	0.00073	0.000905	0.000235	0.00064	0.00014	0.0007	0.00095	9e-05	9.5e-05
OX359249.1	28800000	29000000	0.00039	0.000265	0.00039	0.00064	0.000155	0.00051	0.000455	0.000485	0.000165	0.000295	0.0	0.00026
OX359249.1	29000000	29200000	0.00044	0.000775	0.00105	0.001345	0.00092	0.000995	0.0011	0.00092	0.000935	0.00176	0.000795	0.0025
OX359249.1	29200000	29400000	0.00058	0.000325	0.00049	0.000415	0.00041	0.000495	0.000425	0.00083	0.000365	0.000365	0.000295	0.000865
OX359249.1	29400000	29600000	0.00011	5e-05	0.00016	0.000165	0.000155	0.00012	0.000265	0.00011	0.000155	0.000115	5e-05	0.000105
OX359249.1	29600000	29800000	0.00014	0.000105	0.000125	0.00014	1.5e-05	0.00013	0.000145	0.00015	0.00014	0.00014	0.0	0.000125
OX359249.1	29800000	30000000	0.000165	0.0	0.000155	0.000215	2e-05	0.000455	0.000245	0.00015	0.00038	0.00016	1e-05	0.000125
OX359249.1	30000000	30200000	0.00051	7e-05	0.000485	0.000545	0.00023	0.000425	0.000385	0.000585	0.00051	0.00039	5e-05	0.00053
OX359249.1	30200000	30400000	0.000255	0.00024	0.00016	0.00026	0.00019	0.000235	0.000195	0.000145	0.000205	0.000215	0.0	0.000155
OX359249.1	30400000	30600000	4e-05	1e-05	2.5e-05	5e-06	1.5e-05	3.5e-05	5e-05	2e-05	2e-05	4.5e-05	0.0	2.5e-05
OX359249.1	30600000	30800000	0.00013	0.000115	0.0002	0.000125	0.00013	0.000125	0.000125	0.000135	0.00012	0.0001	9.5e-05	0.00014
OX359249.1	30800000	31000000	0.00058	0.00062	0.000855	0.000585	0.000575	0.00058	0.000585	0.00085	0.00059	0.00094	0.00049	0.00091
OX359249.1	31000000	31200000	0.00033	0.000125	0.000475	0.00023	0.00053	0.00033	0.000125	0.000395	5.5e-05	0.000395	0.0	0.000395
OX359249.1	31200000	31400000	3e-05	0.0	4e-05	1.5e-05	5e-05	3e-05	3.5e-05	5e-05	3e-05	2.5e-05	0.0	6e-05
OX359249.1	31400000	31600000	0.00021	0.00021	0.00013	0.00026	0.00022	5e-05	0.0001	0.00028	0.00015	7e-05	2.5e-05	0.00012
OX359249.1	31600000	31800000	0.000145	0.0	2.5e-05	0.00029	9e-05	0.000125	4e-05	2.5e-05	5e-06	0.000105	5e-06	0.00013
OX359249.1	31800000	32000000	4.5e-05	9e-05	0.000125	4.5e-05	0.000145	3.5e-05	0.000135	0.000255	9e-05	8e-05	0.0	0.00035
OX359249.1	32000000	32200000	0.000765	0.00019	0.00014	0.000685	0.00038	0.00068	0.00072	0.00066	0.000315	0.00012	0.0	0.00053
OX359249.1	32200000	32400000	0.00019	0.00038	0.00016	0.00082	0.00099	0.00059	0.000325	0.00029	0.000175	0.000435	5.5e-05	0.00031
OX359249.1	32400000	32600000	0.000985	0.000645	0.00111	0.001475	0.00143	0.00069	0.001615	0.00063	0.00137	0.001075	1e-05	0.00135
OX359249.1	32600000	32800000	0.001105	0.00121	0.0011	0.000725	0.00068	0.00064	0.000985	0.001275	0.00089	0.000435	0.0	0.000785
OX359249.1	32800000	33000000	0.000825	0.00084	0.000895	0.00079	0.000665	0.00131	0.000935	0.000895	0.00083	0.000885	0.0	0.001055
OX359249.1	33000000	33200000	0.00091	0.00107	0.00109	0.000865	0.00077	0.00124	0.000525	0.00056	0.00124	0.000895	3e-05	0.001665
OX359249.1	33200000	33400000	0.00084	0.00057	0.00074	0.000645	0.001055	0.000595	0.00088	0.00067	0.000825	0.000825	1e-05	0.000525
OX359249.1	33400000	33600000	0.00099	0.00086	0.001345	0.00039	0.001205	0.0011	0.00055	0.000855	0.00092	0.000825	1e-05	0.000935
OX359249.1	33600000	33800000	0.00068	0.000425	0.000355	0.00056	0.000515	0.000305	0.000565	0.00035	0.00035	0.00054	5e-06	0.00043
OX359249.1	33800000	34000000	0.000465	7.5e-05	0.000785	0.00021	0.000475	0.000335	0.000325	0.00017	0.000215	0.00048	0.0	0.000125
OX359249.1	34000000	34200000	0.00012	0.00065	0.000145	0.001195	0.00074	0.00026	0.00102	0.000705	0.00033	0.00054	0.000105	0.00032
OX359249.1	34200000	34400000	0.0008	0.00158	0.00111	0.00154	0.001265	0.001285	0.00168	0.00106	0.00124	0.00109	0.000275	0.001085
OX359249.1	34400000	34600000	0.00018	0.00013	0.000225	0.00012	0.00018	0.000215	0.0002	0.000225	0.000175	0.000135	0.0	0.000145
OX359249.1	34600000	34800000	0.00032	0.0003	0.000235	0.000455	0.00038	0.000325	0.00044	0.000345	0.000295	0.000485	0.000255	0.000335
OX359249.1	34800000	35000000	0.000325	0.000445	0.00066	0.000675	0.000715	0.00059	0.000535	0.000585	0.000775	0.00056	5e-06	0.00079
OX359249.1	35000000	35200000	0.00116	0.000775	0.00119	0.001145	0.00078	0.00117	0.00088	0.000875	0.001215	0.001305	0.001125	0.00123
OX359249.1	35200000	35400000	0.000675	0.000895	0.000575	0.000515	0.00058	0.000705	0.00051	0.00058	0.000625	0.00062	0.00053	0.00052
OX359249.1	35400000	35600000	0.00046	0.00022	0.00033	0.000145	0.00033	0.00041	0.00032	0.000155	0.000315	0.00026	0.0	0.000175
OX359249.1	35600000	35800000	0.00071	0.00012	0.00063	0.0002	0.000215	0.000365	0.000705	0.0006	0.000295	0.00021	0.0	0.00017
OX359249.1	35800000	36000000	2.5e-05	2.5e-05	7.5e-05	5.5e-05	1.5e-05	1e-05	7.5e-05	2.5e-05	4.5e-05	3e-05	0.0	0.000125
OX359249.1	36000000	36200000	0.000125	0.000175	0.000135	0.00015	0.000185	8e-05	0.000165	0.000145	0.000135	0.00011	5e-06	0.00017
OX359249.1	36200000	36400000	0.000485	0.0005	0.000885	0.000425	0.00032	0.00088	0.000685	0.00059	0.00071	8e-05	0.0	0.00045
OX359249.1	36400000	36600000	0.000525	0.00083	0.00055	0.00048	0.000875	0.000775	0.001125	0.00066	0.000545	0.00033	4.5e-05	0.000335
OX359249.1	36600000	36800000	0.00015	0.00015	0.00017	7e-05	0.000185	8.5e-05	0.00018	0.00014	2e-05	0.000125	0.00018	0.0001
OX359249.1	36800000	37000000	0.00018	0.00031	0.000155	0.00014	8.5e-05	0.00015	0.00024	0.000145	0.00014	0.000145	0.00016	0.00015
OX359249.1	37000000	37200000	0.00034	0.000135	0.000225	0.00016	0.00033	7.5e-05	0.000145	0.000215	0.00042	0.000315	5.5e-05	0.00018
OX359249.1	37200000	37400000	3e-05	0.00055	3e-05	3e-05	3.5e-05	2e-05	0.00014	3e-05	2.5e-05	4e-05	1e-05	3e-05
OX359249.1	37400000	37600000	3.5e-05	3e-05	3e-05	5.5e-05	2.5e-05	4e-05	5.5e-05	4.5e-05	1e-05	3e-05	0.0	3.5e-05
OX359249.1	37600000	37800000	6e-05	9.5e-05	0.000105	8e-05	4.5e-05	0.000175	6.5e-05	6.5e-05	9.5e-05	4.5e-05	4e-05	0.00011
OX359249.1	37800000	38000000	0.00017	0.00021	0.000265	0.000195	0.0001	0.00012	0.00035	0.000165	0.00034	0.000275	0.0	0.0002
OX359249.1	38000000	38200000	0.000245	0.00072	0.000535	0.00033	0.000345	0.000145	0.00043	0.000105	0.0004	0.000365	2.5e-05	0.000645
OX359249.1	38200000	38400000	0.000405	0.000385	0.000255	0.000125	0.00027	0.0006	0.000315	0.000255	0.000335	0.00038	3e-05	0.000345
OX359249.1	38400000	38600000	0.000175	0.00012	0.000125	0.000275	0.000145	0.00014	0.000185	0.00013	0.00011	9e-05	0.000115	0.000135
OX359249.1	38600000	38800000	3.5e-05	2e-05	1.5e-05	2e-05	2.5e-05	5e-05	7.5e-05	1e-05	3.5e-05	3.5e-05	5e-06	3e-05
OX359249.1	38800000	39000000	5.5e-05	3e-05	2e-05	3e-05	2.5e-05	1.5e-05	4e-05	4.5e-05	2.5e-05	5.5e-05	0.0	5.5e-05
OX359249.1	39000000	39200000	0.00046	0.000505	0.000445	0.00066	0.0005	0.00064	0.000735	0.00062	0.000515	0.000295	0.0	0.000945
OX359249.1	39200000	39400000	0.000885	0.000845	0.0007	0.00124	0.000885	0.000105	0.00066	0.000545	0.00059	0.00023	5e-06	0.00113
OX359249.1	39400000	39600000	0.00085	0.001	0.00117	0.00096	0.00059	0.00101	0.00094	0.000965	0.000825	0.00079	0.000375	0.00083
OX359249.1	39600000	39800000	0.000665	0.000735	0.000665	0.000895	0.000485	0.001105	0.000445	0.00058	0.000505	0.000605	0.0001	0.000685
OX359249.1	39800000	40000000	0.000845	0.000975	0.00093	0.00125	0.000915	0.00066	0.00098	0.001245	0.001125	0.001085	3.5e-05	0.00067
OX359249.1	40000000	40200000	0.00134	0.00108	0.000305	0.001095	0.000455	0.000965	0.00051	0.000845	0.000515	0.000775	5e-06	0.000725
OX359249.1	40200000	40400000	0.00032	0.00059	0.0002	0.000215	0.00059	0.001185	0.00084	0.00053	1e-05	0.001075	0.0	0.00034
OX359249.1	40400000	40600000	0.000375	0.000275	0.00077	0.00074	0.00041	0.000965	0.000595	0.00037	0.000515	0.00061	5e-06	0.000405
OX359249.1	40600000	40800000	0.001025	0.000605	0.00068	0.00117	0.00079	0.000565	0.000715	0.00067	0.000645	0.00034	4e-05	0.00081
OX359249.1	40800000	41000000	0.00044	0.00079	0.000675	0.00053	0.00058	0.00036	0.000465	0.00039	0.00073	0.00046	1e-05	0.00063
OX359249.1	41000000	41200000	0.00073	0.00073	0.00058	0.00052	0.000715	0.000505	0.00098	0.00034	0.000235	0.00052	1e-05	0.000775
OX359249.1	41200000	41400000	0.000375	0.00014	0.00024	0.000145	0.00023	0.00026	0.00037	0.000205	0.00013	0.00037	0.000115	0.00038
OX359249.1	41400000	41600000	0.000145	0.00011	0.000165	0.000145	0.00013	0.000155	0.00015	9.5e-05	0.000175	0.00017	0.00017	0.00014
OX359249.1	41600000	41800000	4.5e-05	3e-05	3.5e-05	2e-05	1.5e-05	3.5e-05	2.5e-05	4e-05	4e-05	2e-05	2.5e-05	3.5e-05
OX359249.1	41800000	42000000	0.000405	0.00045	0.00028	0.000425	0.00056	0.0005	0.000435	0.00052	0.000475	0.00039	0.0	0.000565
OX359249.1	42000000	42200000	0.00042	0.00094	0.00096	0.000725	0.000485	0.000505	0.001075	0.00081	0.00077	0.000915	8.5e-05	0.00027
OX359249.1	42200000	42400000	0.00041	0.00086	0.00075	0.000985	0.000655	0.000275	0.000435	0.00062	0.00071	0.00053	5e-06	0.000255
OX359249.1	42400000	42600000	0.00067	0.0003	0.000705	0.000525	0.000565	0.00054	0.000625	0.00061	0.00053	0.00054	0.0	0.000285
OX359249.1	42600000	42800000	0.00022	0.000195	0.000625	0.00015	0.000215	0.00012	0.000465	0.0003	0.000345	0.00011	5e-06	0.0001
OX359249.1	42800000	43000000	0.00122	0.00057	0.00039	0.000985	0.0007	0.000315	0.00077	0.00073	0.000455	0.000485	1e-05	0.00051
OX359249.1	43000000	43200000	0.00089	0.001275	0.001085	0.001125	0.000805	0.000945	0.000745	0.00087	0.000815	0.000645	0.000415	0.000905
OX359249.1	43200000	43400000	7e-05	9e-05	9.5e-05	2.5e-05	0.000125	2e-05	9.5e-05	8.5e-05	6e-05	2e-05	0.0	4e-05
OX359249.1	43400000	43600000	0.000485	0.000165	0.000585	0.000655	0.000705	0.00047	0.00012	0.00069	0.00011	0.00034	0.0	0.000505
OX359249.1	43600000	43800000	0.00068	0.001455	0.00142	0.00035	0.001205	0.000985	0.00027	0.000845	0.001495	0.000645	2e-05	0.00063
OX359249.1	43800000	44000000	0.001015	0.001225	0.000755	0.001245	0.0008	0.0009	0.00111	0.001005	0.00075	0.000765	0.0	0.001335
OX359249.1	44000000	44200000	0.00142	0.00097	0.00129	0.000965	0.001195	0.00137	0.00101	0.001325	0.001035	0.001045	0.000775	0.001105
OX359249.1	44200000	44400000	0.00062	0.00061	0.00019	0.00041	0.000325	0.00035	0.000735	0.00024	0.000645	0.00023	5e-06	0.000405
OX359249.1	44400000	44600000	0.00062	0.000655	0.00066	0.00026	0.000825	0.0003	0.000715	0.000275	0.00043	0.00066	5e-06	0.00054
OX359249.1	44600000	44800000	0.00023	0.000725	5e-06	0.00019	0.0002	0.0002	0.000105	8e-05	0.00028	0.00077	0.0	0.00015
OX359249.1	44800000	45000000	0.00055	0.00058	0.000245	0.00069	0.000415	0.00093	0.00051	0.00064	0.00075	0.00083	0.0	0.000435
OX359249.1	45000000	45200000	0.000665	0.001175	0.00113	0.001495	0.001045	0.001145	0.00106	0.00121	0.001005	0.000855	0.000215	0.001195
OX359249.1	45200000	45400000	0.00064	0.00067	0.000515	0.000255	0.00021	0.000215	0.00019	0.000445	0.00036	0.00052	0.0	5.5e-05
OX359249.1	45400000	45600000	0.00036	0.00066	0.000435	0.0004	0.000475	0.00057	0.0004	0.00065	0.000435	0.00026	1.5e-05	0.00041
OX359249.1	45600000	45800000	0.00019	0.00021	0.00015	0.000315	0.00016	0.00022	0.00021	0.00025	3e-05	0.000315	6.5e-05	0.00022
OX359249.1	45800000	46000000	0.00051	0.000365	0.000705	0.000635	0.00044	0.000485	0.00083	0.00029	0.000505	0.000705	5e-06	0.000245
OX359249.1	46000000	46200000	0.000135	2e-05	8e-05	2e-05	0.00017	0.0001	0.0002	4e-05	0.00016	3.5e-05	5e-06	1e-05
OX359249.1	46200000	46400000	0.00031	0.000905	0.00052	0.000155	0.00074	0.000155	0.00065	0.000745	0.000785	7.5e-05	0.000125	0.000325
OX359249.1	46400000	46600000	0.000165	0.000165	0.000205	0.0002	0.000175	0.000175	0.00017	0.000155	0.00021	3e-05	0.00018	0.00023
OX359249.1	46600000	46800000	0.00024	0.00046	0.000215	0.00058	0.000575	0.000245	0.00049	0.00031	0.000175	1.5e-05	0.0	7e-05
OX359249.1	46800000	47000000	0.000265	0.0001	0.00016	0.00011	0.000145	0.00039	0.000415	0.00023	0.00024	5e-05	9e-05	0.00014
OX359249.1	47000000	47200000	0.00019	0.00022	0.0002	2.5e-05	0.00024	0.000305	0.00025	0.000295	0.00021	0.00019	2e-05	0.00013
OX359249.1	47200000	47400000	0.00113	0.00102	0.000875	0.001255	0.00122	0.001075	0.001025	0.001305	0.000965	0.00073	6.5e-05	0.00088
OX359249.1	47400000	47600000	0.000325	0.00033	0.00042	0.00044	0.000435	0.00026	0.000445	0.000275	0.00043	0.000285	1e-05	0.000335
OX359249.1	47600000	47800000	0.000345	0.00047	0.00055	9e-05	9e-05	0.000485	0.00044	0.000485	0.00037	0.00028	3.5e-05	6.5e-05
OX359249.1	47800000	48000000												
OX359249.1	48000000	48200000	8e-05	7e-05	0.0001	0.000145	0.00022	0.00013	9e-05	0.000105	4e-05	0.000215	6.5e-05	4e-05
OX359249.1	48200000	48400000	0.00086	0.001135	0.00083	0.000845	0.001115	0.00084	0.000715	0.000615	0.001095	0.00091	0.00019	0.001255
OX359249.1	48400000	48600000	0.000365	0.00018	0.000345	0.000195	0.000265	0.00034	0.000325	0.00042	0.00022	0.00026	0.00011	0.000295
OX359249.1	48600000	48800000	0.000555	0.00058	0.00029	0.000305	0.00036	6e-05	0.000495	0.000265	0.00046	0.00036	0.0	0.00033
OX359249.1	48800000	49000000	0.0003	0.00024	0.00033	0.000355	0.000395	0.00045	0.000405	0.00021	0.000505	0.00043	0.0	0.0007
OX359249.1	49000000	49200000	0.000225	0.000315	0.00014	0.00028	0.000165	0.000325	0.00027	0.000125	0.000275	0.00018	0.000125	0.00018
OX359249.1	49200000	49400000	0.000705	0.000605	0.000855	0.00086	0.000985	0.000775	0.000805	0.00066	0.00113	0.001375	0.00072	0.00067
OX359249.1	49400000	49600000	0.001135	0.001075	0.00053	0.0009	0.001705	0.000995	0.00131	0.001025	0.001015	0.00122	0.000135	0.000875
OX359249.1	49600000	49800000	0.00044	0.001565	0.00055	0.00155	0.000925	0.00123	0.0009	0.0014	0.001195	0.001325	0.0	0.00178
OX359249.1	49800000	50000000	0.00061	0.00033	0.000255	0.00036	0.00036	0.000615	0.000295	0.00028	0.001325	0.001525	7.5e-05	0.000315
OX359249.1	50000000	50200000	0.00099	0.00094	0.00089	0.000945	0.000965	0.00103	0.000925	0.00094	0.000205	0.000955	0.000885	0.00097
OX359249.1	50200000	50400000	0.00035	0.00033	0.000345	0.000295	0.00029	0.00047	0.000265	0.00032	0.00034	0.000295	0.0003	0.0004
OX359249.1	50400000	50600000	0.000125	0.00013	0.000225	9e-05	0.000135	0.0001	0.00028	0.00013	9e-05	0.000145	0.000135	0.000145
OX359249.1	50600000	50800000	9.5e-05	1.5e-05	0.000265	9e-05	0.000225	8.5e-05	0.00018	0.00031	0.000145	0.000205	0.00016	0.00011
OX359249.1	50800000	51000000	6e-05	2.5e-05	0.000525	0.00041	3.5e-05	9e-05	2e-05	3.5e-05	0.000425	0.00011	5e-06	0.00038
OX359249.1	51000000	51200000	0.000325	0.000335	0.0002	0.000315	0.00022	0.000275	0.000205	0.00023	0.00024	0.000275	0.0002	0.00029
